id,dateAdded,dateUpdated,address,categories,city,country,keys,latitude,longitude,name,postalCode,province,sourceURLs,websites
AVwcmSyZIN2L1WUfmxyw,2015-10-19T23:47:58Z,2018-06-26T03:00:14Z,800 N Canal Blvd,American Restaurant and Fast Food Restaurant,Thibodaux,US,us/la/thibodaux/800ncanalblvd/1780593795,29.814697,-90.814742,SONIC Drive In,70301,LA,"https://foursquare.com/v/sonic-drive-in/4b73615df964a520abab2de3/menu,https://foursquare.com/v/sonic-drive-in/4b73615df964a520abab2de3,http://tripadvisor.com/Restaurant_Review-g40459-d4654052-Reviews-Sonic_Drive_In-Thibodaux_Louisiana.html,https://www.yellowpages.com/thibodaux-la/mip/sonic-drive-in-468367546","https://locations.sonicdrivein.com/la/thibodaux/800-north-canal-boulevard.html,http://sonicdrivein.com,http://www.sonicdrivein.com"
AVwcmSyZIN2L1WUfmxyw,2015-10-19T23:47:58Z,2018-06-26T03:00:14Z,800 N Canal Blvd,Fast Food Restaurants,Thibodaux,US,us/la/thibodaux/800ncanalblvd/1780593795,29.814697,-90.814742,SONIC Drive In,70301,LA,"https://foursquare.com/v/sonic-drive-in/4b73615df964a520abab2de3/menu,https://foursquare.com/v/sonic-drive-in/4b73615df964a520abab2de3,http://tripadvisor.com/Restaurant_Review-g40459-d4654052-Reviews-Sonic_Drive_In-Thibodaux_Louisiana.html,https://www.yellowpages.com/thibodaux-la/mip/sonic-drive-in-468367546","https://locations.sonicdrivein.com/la/thibodaux/800-north-canal-boulevard.html,http://sonicdrivein.com,http://www.sonicdrivein.com"
AVwcopQoByjofQCxgfVa,2016-03-29T05:06:36Z,2018-06-26T02:59:52Z,206 Wears Valley Rd,Fast Food Restaurant,Pigeon Forge,US,us/tn/pigeonforge/206wearsvalleyrd/-864103396,35.803788,-83.580553,Taco Bell,37863,TN,"https://www.yellowpages.com/pigeon-forge-tn/mip/taco-bell-474241430,https://foursquare.com/v/taco-bell/4ded6885d22deb0316df557d/menu,https://foursquare.com/v/taco-bell/4ded6885d22deb0316df557d","http://www.tacobell.com,https://locations.tacobell.com/tn/pigeon-forge/206-wears-valley-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=026432andutm_content=website"
AVweXN5RByjofQCxxilK,2017-01-03T07:46:11Z,2018-06-26T02:59:51Z,3652 Parkway,Fast Food,Pigeon Forge,US,us/tn/pigeonforge/3652parkway/93075755,35.782339,-83.551408,Arby's,37863,TN,"http://www.yellowbook.com/profile/arbys_1633893026.html,https://foursquare.com/v/arbys/4bae29f8f964a520348c3be3,https://www.yellowpages.com/pigeon-forge-tn/mip/arbys-6911678,https://www.allmenus.com/tn/pigeon-forge/166343-arbys/menu/,http://tripadvisor.com/Restaurant_Review-g55270-d1123265-Reviews-Arby_s-Pigeon_Forge_Tennessee.html,http://www.citysearch.com/profile/9409306/pigeon_forge_tn/arby_s.html","http://www.arbys.com,https://locations.arbys.com/us/tn/pigeon-forge/3652-parkway.html"
AWQ6MUvo3-Khe5l_j3SG,2018-06-26T02:59:43Z,2018-06-26T02:59:43Z,2118 Mt Zion Parkway,Fast Food Restaurant,Morrow,US,us/ga/morrow/2118mtzionparkway/1305117222,33.562738,-84.321143,Steak 'n Shake,30260,GA,https://foursquare.com/v/steak-n-shake/4bcf77a741b9ef3bb87df8e5,http://www.steaknshake.com/locations/23851-steak-n-shake-mt-zion-parkway-morrow
AVwc57jLkufWRAb50ROs,2015-10-23T23:59:49Z,2018-06-26T02:59:43Z,9768 Grand River Ave,Fast Food Restaurant,Detroit,US,us/mi/detroit/9768grandriverave/-791445730,42.368823,-83.138251,Wendy's,48204,MI,"https://foursquare.com/v/wendys/4bfec191e584c928932f6d25,http://tripadvisor.com/Restaurant_Review-g42139-d4455438-Reviews-Wendy_s-Detroit_Michigan.html,http://www.yellowpages.com/detroit-mi/mip/wendys-5831913",http://www.wendys.com
AVwc81QgkufWRAb50vnI,2015-09-21T07:47:08Z,2018-06-26T02:59:43Z,13600 W McNichols Rd,Fast Food Restaurant,Detroit,US,us/mi/detroit/13600wmcnicholsrd/-2061630068,42.416819,-83.180444,Burger King,48235,MI,"https://foursquare.com/v/burger-king/4bab7981f964a5202dac3ae3,http://www.citysearch.com/profile/5246009/detroit_mi/burger_king.html,https://www.allmenus.com/mi/detroit/197295-burger-king/menu/,https://foursquare.com/v/burger-king/4bab7981f964a5202dac3ae3/menu","http://bk.com,http://www.bk.com"
AVwdVafPByjofQCxoA6y,2016-06-06T16:15:08Z,2018-06-26T02:59:41Z,4111 Oceanside Blvd,Fast Food,Oceanside,US,us/ca/oceanside/4111oceansideblvd/1143321601,33.205722,-117.288645,Chipotle Mexican Grill,92056,CA,"https://www.trip.com/oceanside-ca/restaurants/chipotle-mexican-grill,https://foursquare.com/v/chipotle-mexican-grill/4e80d9b3d3e391bacbe0c0fe,http://www.yellowpages.com/oceanside-ca/mip/la-salsa-fresh-mexican-grill-458014537","http://www.chipotle.com,http://www.lasalsa.com"
AVwc4JQKIN2L1WUfp3hU,2016-12-13T12:34:52Z,2018-06-26T02:59:32Z,162 Old Country Rd,Fast Food Restaurants,Riverhead,US,us/ny/riverhead/162oldcountryrd/267504952,40.937359,-72.650142,7-Eleven,11901,NY,"http://www.local.com/business/details/yx/riverhead-ny/7-eleven-2135514/,https://foursquare.com/v/7eleven/4c4f0e261b8e1b8d21a23228,https://www.yellowpages.com/riverhead-ny/mip/7-eleven-461811432,http://www.citysearch.com/profile/769574970/riverhead_ny/7_eleven.html","http://www.7-eleven.com/?yext=39326,http://www.7-eleven.com"
AVwdhkOGByjofQCxp9qV,2016-04-16T16:20:41Z,2018-06-25T12:05:40Z,1407 S Stockton Ave,Fast Food Restaurant,Monahans,US,us/tx/monahans/1407sstocktonave/-1721138121,31.580721,-102.891455,Dairy Queen,79756,TX,"https://foursquare.com/v/dairy-queen/4bd4fd7b6798ef3b63d1628d,https://www.dairyqueen.com/us-en/locator/Detail/4202,https://www.allmenus.com/tx/monahans/162400-dairy-queen/menu/,http://www.citysearch.com/profile/644323874/monahans_tx/dairy_queen.html,https://foursquare.com/v/dairy-queen/4bd4fd7b6798ef3b63d1628d/menu,http://tripadvisor.com/Restaurant_Review-g56306-d4611939-Reviews-Dairy_Queen-Monahans_Texas.html","http://www.dairyqueen.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJqRG97esP_MxDChA8jm1fugloTMDPF7zOe73z7Rzg5g9Epb5tslb4Ce2O9bVs-3osjI7W1LXK0P8-ceZJLb_Zm0NuJ46OZRPXqASUtjZowHbqYHz_KHREl3SRL-RlGbE5woot3O2zSqAWVHg-OlWhMHHJ9TR1jaOXMbzQAnUcZehcpq17Fx8TdD5LnknOH2OhntcYkp-Hmhc2uj_O6yVorIqEVf5Z62kWufiQ_mpIyS3EC2lcbYW-Qo4k6KLlDUXBhz61tD0Ed-XxpaLD24rGhItu5TjcLVVa3Tx4vbMdbUZcI1ZgYjFCwkqBDsIe7zQCbZJ1aOHgTBcCkHjLqSMEJ-VSSeMC2Y1vDdmeULpiA18&placement=listing_profile&cs_user=unknown&cs_session=9e084e19d8cf38f4a2ac131f1e6b96b494a6e801"
AVwc2ok4IN2L1WUfpnU2,2016-04-03T01:24:16Z,2018-06-25T12:05:39Z,208 W Mason St,Fast Food Restaurant and Ice Cream Shop,Mabank,US,us/tx/mabank/208wmasonst/-1721138121,32.36602,-96.103364,Dairy Queen,75147,TX,"https://www.allmenus.com/tx/mabank/162372-dairy-queen/menu/,https://www.dairyqueen.com/us-en/locator/Detail/4161,https://foursquare.com/v/dairy-queen/4ddbee80d22d22fb7c88fd31/menu,https://foursquare.com/v/dairy-queen/4ddbee80d22d22fb7c88fd31",http://dairyqueen.com
AVwcplHhkufWRAb5xhgN,2016-06-04T20:48:06Z,2018-06-25T12:05:39Z,5801 Highway 6,Ice Cream Shop and Fast Food Restaurant,Missouri City,US,us/tx/missouricity/5801highway6/-1721138121,29.570079,-95.568166,Dairy Queen,77459,TX,"https://foursquare.com/v/dairy-queen/4b80998df964a520118030e3/menu,https://www.allmenus.com/tx/missouri-city/162399-dairy-queen/menu/,https://foursquare.com/v/dairy-queen/4b80998df964a520118030e3",http://www.dairyqueen.com
AVwc9leAkufWRAb502-U,2015-10-22T19:27:37Z,2018-06-25T12:05:35Z,3454 Manchester Rd,Fast Food Restaurant,Akron,US,us/oh/akron/3454manchesterrd/-1065909473,41.005682,-81.555774,Mr. Hero,44319,OH,"http://tripadvisor.com/Restaurant_Review-g29912-d4254750-Reviews-Mr_Hero-Akron_Ohio.html,https://foursquare.com/v/mr-hero/4c336ad716adc928d894c39c/menu,https://foursquare.com/v/mr-hero/4c336ad716adc928d894c39c,http://www.yellowbook.com/profile/mr-hero_1631591073.html,https://www.allmenus.com/oh/akron/233300-mr-hero/menu/",http://mrhero.com
AVwd1qaUIN2L1WUfzqmC,2016-04-02T05:03:56Z,2018-06-25T12:05:18Z,1500 E Main St,Fast Food Restaurants,Eastland,US,us/tx/eastland/1500emainst/-1797342045,32.401088,-98.790162,Golden Chick,76448,TX,"https://www.allmenus.com/tx/eastland/375835-golden-chick/menu/,https://www.yellowpages.com/eastland-tx/mip/golden-chick-473599341,http://www.citysearch.com/profile/769984540/eastland_tx/golden_chick.html","http://locations.goldenchick.com/tx/eastland/1202,http://goldenchick.com"
AVwdnJWakufWRAb57mV7,2015-10-23T02:52:53Z,2018-06-25T09:32:43Z,1190 W Foothill Blvd,Fast Food Restaurant,Azusa,US,us/ca/azusa/1190wfoothillblvd/554191587,34.133291,-117.924566,Carl's Jr,91702,CA,"https://www.allmenus.com/ca/azusa/490037-carls-jr/menu/,http://tripadvisor.com/Restaurant_Review-g29125-d467723-Reviews-Carl_s_Jr-Azusa_California.html,https://foursquare.com/v/carls-jr/4b24c27bf964a520b16924e3%2525252525253FpromotedTipId%2525252525253D5a899425d7627e6ca5ba6c55,http://www.yellowbook.com/profile/carls-jr_1862859088.html,https://www.tripadvisor.com/Restaurant_Review-g29125-d467723-Reviews-Carl_s_Jr-Azusa_California.html,http://www.yellowbook.com/profile/carls-jr_1902153503.html,https://foursquare.com/v/carls-jr/4b24c27bf964a520b16924e3,https://foursquare.com/v/carls-jr/4b24c27bf964a520b16924e3/menu,https://www.trip.com/azusa-ca/restaurants/carls-jr,http://www.yellowpages.com/azusa-ca/mip/carls-jr-473743627","http://www.carlsjr.com,http://www.carlsjr.com/"
AVwdtkXOkufWRAb58kPz,2016-03-23T04:12:21Z,2018-06-25T09:32:32Z,601 N Main St,Fast Food Restaurants,Summerville,US,us/sc/summerville/601nmainst/1536894814,33.026572,-80.169733,Checkers,29483,SC,"http://www.citysearch.com/profile/685909720/summerville_sc/checkers_drive_in_restaurant.html,http://www.forlocations.com/checkers-Summerville/SC/601-n-main-st,http://www.yellowpages.com/summerville-sc/mip/checkers-7776746,https://www.allmenus.com/sc/summerville/162946-checkers/menu/,https://www.yellowpages.com/summerville-sc/mip/checkers-7776746,https://www.tripadvisor.com/Restaurant_Review-g54456-d476254-Reviews-Checker_s-Summerville_South_Carolina.html,http://www.tripadvisor.com/Restaurant_Review-g54456-d476254-Reviews-Checker_s-Summerville_South_Carolina.html","https://locations.checkers.com/sc/summerville/601-n.-main-st.,https://www.checkers.com,http://www.checkers.com"
AV5DN3ZIRxPSIh2Rg4wP,2017-09-02T15:26:34Z,2018-06-25T09:32:30Z,1927 Woodville Road,Fast Food,Oregon,US,us/oh/oregon/1927woodvilleroad/-938337463,41.627298,-83.502436,Rally's,43616,OH,"http://www.citysearch.com/profile/7919488/oregon_oh/rally_s_hamburgers.html,https://www.allmenus.com/oh/oregon/162907-rallys/menu/",http://rallys.com/
AVyoBhJfl8hL2jjQySvt,2017-06-14T19:13:09Z,2018-06-25T09:31:55Z,6316 W 89th St,Fast Food,Los Angeles,US,us/ca/losangeles/6316w89thst/110537776,33.955923,-118.396443,Togo's,90045,CA,"https://www.tripadvisor.com/Restaurant_Review-g32655-d4250733-Reviews-Togo_s-Los_Angeles_California.html,https://www.trip.com/hawthorne-ca/restaurants/togos,https://www.allmenus.com/ca/los-angeles/164008-togos/menu/",http://www.togosspeedlunch.com/
AWEw_nira4HuVbedNUaj,2018-01-26T05:22:01Z,2018-06-25T09:30:55Z,3105 Highway 80 E,Fast Food Restaurants,Pearl,US,us/ms/pearl/3105highway80e/-938337463,32.282328,-90.11677,Rally's,39208,MS,"https://www.allmenus.com/ms/pearl/512322-rallys/menu/,https://www.yellowpages.com/pearl-ms/mip/rallys-5822451",https://locations.rallys.com/ms/pearl/3105-highway-80-e-%C2%A0
AVweYSpBByjofQCxxr1V,2015-10-23T02:59:03Z,2018-06-25T09:30:54Z,2860 E Paris Ave SE,Fast Food Restaurant,Grand Rapids,US,us/mi/grandrapids/2860eparisavese/1536894814,42.91147,-85.56812,Checkers,49512,MI,"https://www.allmenus.com/mi/kentwood/512311-checkers/menu/,http://www.citysearch.com/profile/5454120/kentwood_mi/checkers_drive_in_restaurant.html,https://www.yellowpages.com/grand-rapids-mi/mip/checkers-6175255,http://www.menuism.com/restaurants/checkers-grand-rapids-632488,https://foursquare.com/v/checkers/4ba3c619f964a520cc5d38e3/menu,http://www.yellowpages.com/grand-rapids-mi/mip/checkers-6175255,http://tripadvisor.com/Restaurant_Review-g42256-d4251501-Reviews-Checker_s-Grand_Rapids_Kent_County_Michigan.html,https://foursquare.com/v/checkers/4ba3c619f964a520cc5d38e3","https://locations.checkers.com/mi/kentwood/2860-e-paris-ave-se,https://www.checkers.com,https://www.checkers.com/,http://www.checkers.com"
AVweGMHhIN2L1WUf184o,2015-10-23T01:26:56Z,2018-06-25T09:30:52Z,2424 E State Road 44,Fast Food Restaurant,Shelbyville,US,us/in/shelbyville/2424estateroad44/-938337463,39.523704,-85.743659,Rally's,46176,IN,"http://www.yellowpages.com/shelbyville-in/mip/rallys-20814804,https://www.allmenus.com/in/shelbyville/512292-rallys/menu/,https://foursquare.com/v/rallys/4ced8dc5e5569eb03db8b55d,https://www.yellowpages.com/shelbyville-in/mip/rallys-20814804,https://foursquare.com/v/rallys/4ced8dc5e5569eb03db8b55d/menu","https://locations.rallys.com/in/shelbyville/2424-e.-state-road-44,http://www.checkers.com,http://rallys.com,http://checkers.com"
AVwda6iJ_7pvs4fz5tYc,2015-11-23T18:40:25Z,2018-06-25T09:30:50Z,1611 Broadway,Fast Food,Brooklyn,US,us/ny/brooklyn/1611broadway/1536894814,40.685506,-73.914457,Checkers,11207,NY,"https://www.allmenus.com/ny/brooklyn/512254-checkers/menu/,https://www.trip.com/brooklyn-ny/restaurants/checkers_3,https://foursquare.com/v/checkers/4b3fa4b9f964a52018ab25e3/menu,https://foursquare.com/v/checkers/4b3fa4b9f964a52018ab25e3,https://www.tripadvisor.com/Restaurant_Review-g60827-d5106292-Reviews-Checker_s-Brooklyn_New_York.html","https://locations.checkers.com/ny/brooklyn/1611-broadway,http://checkers.com,http://www.checkers.com"
AV6Ze33Wa4HuVbedFO8M,2017-09-19T09:30:06Z,2018-06-25T09:30:50Z,1720 Walton Way,Fast Food Restaurants,Augusta,US,us/ga/augusta/1720waltonway/1536894814,33.475292,-81.995946,Checkers,30904,GA,"https://www.allmenus.com/ga/augusta/512262-checkers/menu/,https://foursquare.com/v/checkers/4ced8d77e5569eb0ceadb55d,https://foursquare.com/v/checkers/4ced8d77e5569eb0ceadb55d/menu,https://www.yellowpages.com/augusta-ga/mip/checkers-469863252","https://locations.checkers.com/ga/augusta/1720-walton-way,https://www.checkers.com"
AWIUGMchRxPSIh2Rtd6m,2018-03-11T07:50:51Z,2018-06-25T09:30:50Z,17620 Grand River Ave,Fast Food Restaurant,Detroit,US,us/mi/detroit/17620grandriverave/1536894814,42.400037,-83.21574,Checkers,48227,MI,"https://www.allmenus.com/mi/detroit/512263-checkers/menu/,https://foursquare.com/v/checkers/520fbdec11d2e12d189d37cd",https://locations.checkers.com/mi/detroit/17620-grand-river-ave
AVwcwzHrIN2L1WUfonLk,2016-05-16T23:17:04Z,2018-06-25T09:30:22Z,196 Massachusetts Ave,Fast Food Restaurants,Arlington,US,us/ma/arlington/196massachusettsave/-1976818973,42.405651,-71.14212,Little Q Hot Pot,02474,MA,"https://www.yellowpages.com/arlington-ma/mip/little-q-hot-pot-463014769,https://www.tripadvisor.com/Restaurant_Review-g29512-d1896481-Reviews-Little_Q_Hot_Pot-Arlington_Massachusetts.html,https://www.allmenus.com/ma/arlington/307830-little-q-hot-pot/menu/",http://littleqhotpotma.com
AVz7P6oa3D1zeR_xDIUp,2017-06-30T23:04:32Z,2018-06-25T09:29:45Z,1224 State St,Fast Food,Schenectady,US,us/ny/schenectady/1224statest/-1161002137,42.79792,-73.924364,McDonald's,12304,NY,"https://foursquare.com/v/mcdonalds/4cc4687306c25481318e9647,https://www.yellowpages.com/schenectady-ny/mip/mcdonalds-2343447,https://www.allmenus.com/ny/schenectady/188827-mcdonalds/menu/,https://foursquare.com/v/mcdonalds/4cc4687306c25481318e9647/menu,http://www.citysearch.com/profile/7592065/schenectady_ny/mcdonald_s.html","http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
AVzxltjJ3D1zeR_xCvkm,2017-06-29T02:03:33Z,2018-06-25T09:29:45Z,1232 Ulster Ave,Fast Food Restaurant,Kingston,US,us/ny/kingston/1232ulsterave/-1161002137,41.967079,-73.988583,McDonald's,12401,NY,"https://foursquare.com/v/mcdonalds/4b9fcb19f964a520343f37e3/menu,https://www.allmenus.com/ny/kingston/188828-mcdonalds/menu/,https://www.yellowpages.com/kingston-ny/mip/mcdonalds-473070273,https://foursquare.com/v/mcdonalds/4b9fcb19f964a520343f37e3,http://www.citysearch.com/profile/615248040/kingston_ny/mcdonald_s.html","http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
AVzA1QA5-gnIPe8DScbz,2017-06-19T14:50:03Z,2018-06-25T09:29:44Z,1188 Avenue of The Americas,Fast Food Restaurant,New York,US,us/ny/newyork/1188avenueoftheamericas/-1161002137,40.757558,-73.981671,McDonald's,10036,NY,"https://www.trip.com/new-york-city/restaurants/mcdonalds_52,https://foursquare.com/v/mcdonalds/4afd9ecbf964a520322922e3/menu,https://foursquare.com/v/mcdonalds/4afd9ecbf964a520322922e3,https://www.allmenus.com/ny/new-york/188816-mcdonalds/menu/",http://mcdonalds.com/
AVzA2BSFFcQ3k02bBX5D,2017-06-19T14:53:25Z,2018-06-25T09:29:43Z,114 Delancey St,Fast Food Restaurant,New York,US,us/ny/newyork/114delanceyst/-1161002137,40.718943,-73.988306,McDonald's,10002,NY,"https://www.allmenus.com/ny/new-york/188808-mcdonalds/menu/,https://foursquare.com/v/mcdonalds/4a1467b2f964a52034781fe3/menu,https://foursquare.com/v/mcdonalds/4a1467b2f964a52034781fe3,http://www.citysearch.com/profile/36243066/new_york_ny/mcdonald_s.html",http://mcdonalds.com
AVzA1yfgFcQ3k02bBXsM,2017-06-19T14:52:24Z,2018-06-25T09:29:41Z,1050 Front St,Fast Food Restaurants,Uniondale,US,us/ny/uniondale/1050frontst/-1161002137,40.709646,-73.591453,McDonald's,11553,NY,"https://www.yellowpages.com/uniondale-ny/mip/mcdonalds-1468659,http://www.citysearch.com/profile/7457164/uniondale_ny/mcdonald_s.html,https://foursquare.com/v/mcdonalds/4b902ed3f964a520be7a33e3,https://foursquare.com/v/mcdonalds/4b902ed3f964a520be7a33e3/menu,https://www.allmenus.com/ny/uniondale/188792-mcdonalds/menu/","http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
AVwcqXk_IN2L1WUfnfjj,2016-03-21T01:37:59Z,2018-06-25T09:29:41Z,105 Jericho Tpke,Fast Food Restaurant,Jericho,US,us/ny/jericho/105jerichotpke/-1161002137,40.780233,-73.55934,McDonald's,11753,NY,"https://www.allmenus.com/ny/jericho/188791-mcdonalds/menu/,https://foursquare.com/v/mcdonalds/4c4bfb94959220a192d35610,http://www.yellowbook.com/profile/mcdonalds_1634001265.html,http://www.citysearch.com/profile/7512234/jericho_ny/mcdonald_s.html,https://foursquare.com/v/mcdonalds/4c4bfb94959220a192d35610/menu","http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4RT9UEBPO-64wX56BjzHLd30Vtc-E6tRn5Qu0eRc_DBQJlwYp8xTFBgQya-MzslAXqjYZJM60OQr_B_qw5j5R4po2lD4Bp7jBUJxb4mT_1yq0HrpM06V32safH8oc3ObTxX9_UKu9KEaQ7a5AB3RPweBodwruhmy6MJ1E0Fxm24zDrEGC31jcXkhlbSnNd5qVXz9k4rQUcMgo15OqXI_h7YvMn1AbfZSc1vKFfhUKB4xYwesNPYNLOd-O1d7LqWAuRfdmk9LpXp9Q4zcDWkNf4C7MeEajoEYfZru37-IFNUxi-19j6W-OiKcOftcd_UqL7Hf-CAQngzLDAOT2PALtFvXhDiuE0gq5&placement=listing_profile.c&cs_user=unknown&cs_session=fa3e41570a83c445cc822273e5417e8878250b09,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
AVwcqXk_IN2L1WUfnfjj,2016-03-21T01:37:59Z,2018-06-25T09:29:41Z,105 Jericho Tpke,Fast Food,Jericho,US,us/ny/jericho/105jerichotpke/-1161002137,40.780233,-73.55934,McDonald's,11753,NY,"https://www.allmenus.com/ny/jericho/188791-mcdonalds/menu/,https://foursquare.com/v/mcdonalds/4c4bfb94959220a192d35610,http://www.yellowbook.com/profile/mcdonalds_1634001265.html,http://www.citysearch.com/profile/7512234/jericho_ny/mcdonald_s.html,https://foursquare.com/v/mcdonalds/4c4bfb94959220a192d35610/menu","http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4RT9UEBPO-64wX56BjzHLd30Vtc-E6tRn5Qu0eRc_DBQJlwYp8xTFBgQya-MzslAXqjYZJM60OQr_B_qw5j5R4po2lD4Bp7jBUJxb4mT_1yq0HrpM06V32safH8oc3ObTxX9_UKu9KEaQ7a5AB3RPweBodwruhmy6MJ1E0Fxm24zDrEGC31jcXkhlbSnNd5qVXz9k4rQUcMgo15OqXI_h7YvMn1AbfZSc1vKFfhUKB4xYwesNPYNLOd-O1d7LqWAuRfdmk9LpXp9Q4zcDWkNf4C7MeEajoEYfZru37-IFNUxi-19j6W-OiKcOftcd_UqL7Hf-CAQngzLDAOT2PALtFvXhDiuE0gq5&placement=listing_profile.c&cs_user=unknown&cs_session=fa3e41570a83c445cc822273e5417e8878250b09,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
AVzA9Jdy3D1zeR_xBB6o,2017-06-19T15:24:34Z,2018-06-25T09:29:41Z,106 Wolf Rd,Fast Food Restaurants,Albany,US,us/ny/albany/106wolfrd/-1161002137,42.716812,-73.809319,McDonald's,12205,NY,"https://foursquare.com/v/mcdonalds/4b95ab7ff964a520acae34e3,https://www.allmenus.com/ny/albany/188794-mcdonalds/menu/,https://www.yellowpages.com/albany-ny/mip/mcdonalds-521103,http://www.citysearch.com/profile/7583125/albany_ny/mcdonald_s.html,https://foursquare.com/v/mcdonalds/4b95ab7ff964a520acae34e3/menu","http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
AVweGpbrByjofQCxvTXO,2014-02-03T04:12:36Z,2018-06-25T09:29:40Z,101 E 170th St,Fast Food,Bronx,US,us/ny/bronx/101e170thst/-1161002137,40.839569,-73.915927,McDonald's,10452,NY,"http://www.forlocations.com/mcdonalds-Bronx/NY/101-e-170th-st,https://foursquare.com/v/mcdonalds/4c9279dfd2e1a1439cbeca26,https://www.allmenus.com/ny/bronx/188782-mcdonalds/menu/,http://www.citysearch.com/profile/32878895/bronx_ny/mcdonald_s.html,https://foursquare.com/v/mcdonalds/4c9279dfd2e1a1439cbeca26/menu,https://www.trip.com/bronx-ny/restaurants/mcdonalds_13","http://mcdonalds.com,http://mcdonalds.com/"
AVwem9aT_7pvs4fzEmAG,2016-05-05T12:44:43Z,2018-06-25T09:29:40Z,103 Brookview Dr,Fast Food,Schenectady,US,us/ny/schenectady/103brookviewdr/-1161002137,42.741061,-73.913673,McDonald's,12303,NY,"http://www.citysearch.com/profile/7591327/schenectady_ny/mcdonald_s.html,https://www.yellowpages.com/schenectady-ny/mip/mcdonalds-5362577,https://www.allmenus.com/ny/schenectady/188786-mcdonalds/menu/,https://foursquare.com/v/mcdonalds/4bec06d0415e20a147f8e6bb,https://foursquare.com/v/mcdonalds/4bec06d0415e20a147f8e6bb/menu,http://www.yellowpages.com/schenectady-ny/mip/mcdonalds-5362577","http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
AVzA-ZBX3D1zeR_xBC5-,2017-06-19T15:29:59Z,2018-06-25T09:29:40Z,1028 Mckinley Pkwy,Fast Food Restaurants,Buffalo,US,us/ny/buffalo/1028mckinleypkwy/-1161002137,42.857899,-78.825089,McDonald's,14220,NY,"https://foursquare.com/v/mcdonalds/4bde2ddce75c0f47ff3dc703,https://www.allmenus.com/ny/buffalo/188785-mcdonalds/menu/,https://foursquare.com/v/mcdonalds/4bde2ddce75c0f47ff3dc703/menu,https://www.yellowpages.com/buffalo-ny/mip/mcdonalds-455758181","http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
AVweJ0Ia_7pvs4fzAgfO,2016-03-31T02:46:48Z,2018-06-25T09:29:39Z,10 Main St,Fast Food Restaurants,Tonawanda,US,us/ny/tonawanda/10mainst/-1161002137,43.021019,-78.878167,McDonald's,14150,NY,"https://foursquare.com/v/mcdonalds/4b76dc83f964a52007652ee3,http://www.citysearch.com/profile/7731488/tonawanda_ny/mcdonald_s.html,https://www.allmenus.com/ny/tonawanda/188779-mcdonalds/menu/,https://foursquare.com/v/mcdonalds/4b76dc83f964a52007652ee3/menu,https://www.yellowpages.com/tonawanda-ny/mip/mcdonalds-467679253","http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
