"Address","City","State","Zip_Code","Name","Income_Mean","Income_Median"
"902 Chicago Ave","Plattsmouth","NE",68048,"Subway",75158,300000
"2180 Contra Costa Blvd","Pleasant Hill","CA",94523,"Boston Market",89125.5,113652.5
"500 Contra Costa Blvd","Pleasant Hill","CA",94523,"Taco Bell",89125.5,113652.5
"1700 Contra Costa Blvd","Pleasant Hill","CA",94523,"Taco Bell",89125.5,113652.5
"30 Wheeler Ave","Pleasantville","NY",10570,"Pony Express To Go",118072,108164
"1205 Commons Cir","Plover","WI",54467,"McDonald's",84348,74616
"25 Town Wharf","Plymouth","MA",2360,"Lobster Hut",90388.28571428571,112241.42857142857
"44475 Five Mile Rd","Plymouth","MI",48170,"Burger King",93479,210958
"39700 Five Mile Rd","Plymouth","MI",48170,"McDonald's",93479,210958
"120 N Division Ave","Polo","IL",61064,"Caseys Carry Out Pizza",93308,80414
"4200 W Sample Rd","Pompano Beach","FL",33073,"McDonald's",60104.2,46169.8
"5760 Wiles Rd","Pompano Beach","FL",33067,"Gyromania Grill",60104.2,46169.8
"357 W Atlantic Blvd","Pompano Beach","FL",33060,"Taco Bell",60104.2,46169.8
"7268 W Atlantic Blvd","Pompano Beach","FL",33063,"Five Guys",60104.2,46169.8
"810 W Pine St","Ponchatoula","LA",70454,"McDonald's",70050.5,60132
"600 S Newport Rd","Pontiac","IL",61764,"Burger King",60099,51962
"520 E Walton Blvd","Pontiac","MI",48340,"McDonald's",59548.4,46982.2
"1015 US Highway 80 E","Pooler","GA",31322,"Krystal",66620,57712
"4383 La Highway 1 S","Port Allen","LA",70767,"Burger King",61655,44543
"150 Lobdell Hwy","Port Allen","LA",70767,"McDonald's",61655,44543
"12724 Highway 190 W","Port Allen","LA",70767,"McDonald's",61655,44543
"100 Thomas Dr","Port Washington","WI",53074,"Arby's",76134,66464
"6255 Central Ave","Portage","IN",46368,"Dairy Queen",59247.75,46402.25
"8508 Shaver Rd","Portage","MI",49024,"Arby's",77675,148520.8
"1520 NE Grand Ave","Portland","OR",97232,"McDonald's",74163.734375,92130.328125
"3330 NE 82nd Ave","Portland","OR",97220,"McDonald's",74163.734375,92130.328125
"18320 SE Stark St","Portland","OR",97233,"McDonald's",74163.734375,92130.328125
"2875 SE Powell Blvd","Portland","OR",97202,"McDonald's",74163.734375,92130.328125
"12005 N Center Ave","Portland","OR",97217,"McDonald's",74163.734375,92130.328125
"1831 W Burnside St","Portland","OR",97209,"McDonald's",74163.734375,92130.328125
"7487 N Ida Ave","Portland","OR",97203,"McDonald's",74163.734375,92130.328125
"9625 SW Washington Square Rd","Portland","OR",97223,"Sarku Japan",74163.734375,92130.328125
"8011 NE M L King Blvd","Portland","OR",97211,"McDonald's",74163.734375,92130.328125
"1035 SW 6th Ave","Portland","OR",97204,"McDonald's",74163.734375,92130.328125
"1850 SW 6th Ave","Portland","OR",97201,"McDonald's",74163.734375,92130.328125
"725 NE Weidler St","Portland","OR",97232,"Taco Bell",74163.734375,92130.328125
"10970 SE Oak St","Portland","OR",97222,"McDonald's",74163.734375,92130.328125
"9100 SE Powell Blvd","Portland","OR",97266,"McDonald's",74163.734375,92130.328125
"850 London Blvd","Portsmouth","VA",23704,"Hardee's",48241.454545454544,42045.63636363636
"3927 Victory Blvd","Portsmouth","VA",23701,"Bojangles' Famous Chicken 'n Biscuits",48241.454545454544,42045.63636363636
"3050 E Mullan Ave","Post Falls","ID",83854,"Subway",65992,132635.66666666666
"3108 N Broadway St","Poteau","OK",74953,"McDonald's",45978,39850
"795 Main St","Presque Isle","ME",4769,"Burger King",37396,31989.5
"60 Commerce Ln","Prince Frederick","MD",20678,"Bob Evans",66185,51363
"300 W Princeton Dr","Princeton","TX",75407,"Subway",57765,58511
"103 Merlot Dr","Prosser","WA",99350,"McDonald's",36621,33324
"82 Fones Aly","Providence","RI",2906,"Creperie",53309.15789473684,92500.31578947368
"211 W 1230 N","Provo","UT",84604,"McDonald's",48474.1,60890.3
"1121 W College St","Pulaski","TN",38478,"Krystal",36316,23832
"1032 E Main St","Pulaski","VA",24301,"Hardee's",41621,40012
"425 NE Stadium Way","Pullman","WA",99163,"Taco Bell",55335,45840.5
"1620 S Grand Ave","Pullman","WA",99163,"McDonald's",55335,45840.5
"304 2nd St NE","Puyallup","WA",98372,"McDonald's",82667.85714285714,130196.14285714286
"804 S Hill Park Dr","Puyallup","WA",98373,"McDonald's",82667.85714285714,130196.14285714286
"702 S Meridian","Puyallup","WA",98371,"Taco Bell",82667.85714285714,130196.14285714286
"310 31st Ave SE","Puyallup","WA",98374,"McDonald's",82667.85714285714,130196.14285714286
"10220 Sunrise Blvd E","Puyallup","WA",98374,"Wendy's",82667.85714285714,130196.14285714286
"1422 W Jefferson St","Quincy","FL",32351,"McDonald's",51983,126160.33333333333
"421 N 36th St","Quincy","IL",62301,"Burger King",58896.833333333336,83411.66666666667
"1302 W Screven St","Quitman","GA",31643,"Subway",37361.333333333336,28869
"10100 Leesville Rd","Raleigh","NC",27613,"McDonald's",70615.6052631579,95246.65789473684
"8305 Creedmoor Rd","Raleigh","NC",27613,"McDonald's",70615.6052631579,95246.65789473684
"3026 Capital Blvd","Raleigh","NC",27604,"McDonald's",70615.6052631579,95246.65789473684
"3508 W Millbrook Rd","Raleigh","NC",27613,"McDonald's",70615.6052631579,95246.65789473684
"1000 High Point St","Randleman","NC",27317,"McDonald's",50526,38130
"326 S Century Blvd","Rantoul","IL",61866,"Hardee's",46698.5,41023
"3919 Cheyenne Blvd","Rapid City","SD",57703,"McDonald's",64086,79828.375
"3920 Cheyenne Blvd","Rapid City","SD",57703,"Arby's",64086,79828.375
"2223 W Main St","Rapid City","SD",57702,"McDonald's",64086,79828.375
"1200 N Lacrosse St","Rapid City","SD",57701,"McDonald's",64086,79828.375
"6134 State Route 14","Ravenna","OH",44266,"McDonald's",54672.666666666664,46722
"1701 S Beckley Rd","Red Oak","TX",75154,"Whataburger",70083,57921
"613 E 4th Ave","Red Springs","NC",28377,"McDonald's",38651.666666666664,25804
"1700 Churn Creek Rd","Redding","CA",96002,"Dairy Queen",57592.9,44433.1
"895 SW Rimrock Way","Redmond","OR",97756,"McDonald's",62181.333333333336,50891.666666666664
"23545 NE Novelty Hill Rd","Redmond","WA",98053,"McDonald's",133288.875,194882.625
"8848 W State Road 114","Rensselaer","IN",47978,"Arby's",62755,49319
"401 S Grady Way","Renton","WA",98057,"McDonald's",83002.23076923077,104815.23076923077
"4411 NE Sunset Blvd","Renton","WA",98059,"McDonald's",83002.23076923077,104815.23076923077
"7628 Reseda Blvd","Reseda","CA",91335,"Baskin-Robbins",74054.5,60568.5
"6347 Tussing Rd","Reynoldsburg","OH",43068,"Subway",60301.8,102368.6
"6325 E Main St","Reynoldsburg","OH",43068,"Taco Bell",60301.8,102368.6
"2113 E Belt Line Rd","Richardson","TX",75081,"Taco Bueno",84850.11111111111,146801.88888888888
"12343 San Pablo Ave","Richmond","CA",94805,"Subway",64711.555555555555,109158.33333333333
"5000 W Broad St","Richmond","VA",23230,"Hardee's",62566,74915.01851851853
"4121 Sauk Trl","Richton Park","IL",60471,"Burger King",58622,47808.666666666664
"2010 E County Line Rd","Ridgeland","MS",39157,"Krystal",60175,172191
"4257 Cloud Springs Rd","Ringgold","GA",30736,"Subway",75157,64915
"233 Swan Valley Hwy","Ririe","ID",83443,"Subway",67786,300000
"162 Old Country Rd","Riverhead","NY",11901,"7-Eleven",91750.5,180238
"19586 Van Buren Blvd","Riverside","CA",92508,"Jack in the Box",67173.48387096774,95226.64516129032
"4802 Valley View Blvd NW","Roanoke","VA",24012,"Chick-fil-A",65699.14285714286,129359.78571428571
"4374 Electric Rd","Roanoke","VA",24018,"Chick-fil-A",65699.14285714286,129359.78571428571
"4513 Williamson Rd NW","Roanoke","VA",24012,"Papa John's Pizza",65699.14285714286,129359.78571428571
"3011 Hershberger Rd NW","Roanoke","VA",24017,"Hardee's",65699.14285714286,129359.78571428571
"1218 Apache Dr SW","Rochester","MN",55902,"Arby's",72102.92857142857,138477.64285714287
"9 3rd Ave NW","Rochester","MN",55901,"Jimmy John's",72102.92857142857,138477.64285714287
"3280 Monroe Ave","Rochester","NY",14618,"McDonald's",57411.42372881356,78518.86440677966
"1450 Lyell Ave","Rochester","NY",14606,"McDonald's",57411.42372881356,78518.86440677966
"2341 Ridge Rd W","Rochester","NY",14626,"McDonald's",57411.42372881356,78518.86440677966
"503 1st Ave","Rock Falls","IL",61071,"Hardee's",44491.333333333336,34781.333333333336
"7197 Charles St","Rockford","IL",61112,"Burger King",54458.64,68497.16
"2182 S Perryville Rd","Rockford","IL",61112,"Taco Bell",54458.64,68497.16
"1138 E State St","Rockford","IL",61104,"Burger King",54458.64,68497.16
"1400 N Piedmont Ave","Rockmart","GA",30153,"Subway",44585.5,30825.5
"609 White Hills Dr","Rockwall","TX",75087,"Taco Bueno",85112.25,248446.25
"5085 Redwood Dr","Rohnert Park","CA",94928,"Subway",80212.2,156059.2
"1704 Turner McCall Blvd","Rome","GA",30161,"Krystal",46280.333333333336,79074.66666666667
"818 Turner Mccall Blvd SW","Rome","GA",30161,"Subway",46280.333333333336,79074.66666666667
"519 Shorter Avenue","Rome","GA",30161,"Krystal",46280.333333333336,79074.66666666667
"1213 Erie Blvd W","Rome","NY",13440,"Subway",62765.5,53830.166666666664
"10939 Wayne Rd","Romulus","MI",48174,"Burger King",67031.25,58546
"265 Nassau Rd","Roosevelt","NY",11575,"McDonald's",82338,78373.5
"2125 NW Stewart Pkwy","Roseburg","OR",97470,"McDonald's",52105,127799.66666666667
"1923 Douglas Blvd","Roseville","CA",95661,"Jack in the Box",95488.63636363637,118634.27272727272
"5002 Foothills Blvd","Roseville","CA",95747,"Taco Bell",95488.63636363637,118634.27272727272
"1055 Holcomb Bridge Rd","Roswell","GA",30076,"Krystal",99487.75,91091
"1027 E Grand Ave","Rothschild","WI",54474,"Hardee's",81263,80209
"306 W Rollins Rd","Round Lake","IL",60073,"Taco Bell",66354,55029
"18271 Gale Ave","Rowland Heights","CA",91748,"Jack in the Box",86717,79179.33333333333
"2829 W 14 Mile Rd","Royal Oak","MI",48073,"McDonald's",83927,70870.2
"30807 Woodward Ave","Royal Oak","MI",48073,"McDonald's",83927,70870.2
"1301 N Dickinson Dr","Rusk","TX",75785,"Dairy Queen",49529,42634
"995 Tech Dr","Ruston","LA",71270,"Domino's Pizza",47941.75,34041
"6 Orient Way","Rutherford","NJ",7070,"Domino's Pizza",89306,300000
"195 Woodstock Ave","Rutland","VT",5701,"McDonald's",64958.5,53099
"1721 Howe Ave","Sacramento","CA",95825,"McDonald's",64649.954545454544,90192.5
"1689 Arden Way","Sacramento","CA",95815,"Hot Dog on a Stick",64649.954545454544,90192.5
"2293 Arden Way","Sacramento","CA",95825,"Jack in the Box",64649.954545454544,90192.5
"3291 Truxel Rd Ste C","Sacramento","CA",95833,"Arby's",64649.954545454544,90192.5
"6893 Gratiot Rd","Saginaw","MI",48609,"Eudici's Pizza",46586.833333333336,65869.66666666667
"2930 Tittabawassee Rd","Saginaw","MI",48604,"McDonald's",46586.833333333336,65869.66666666667
"5066 State St","Saginaw","MI",48603,"Taco Bell",46586.833333333336,65869.66666666667
"3700 Dixie Hwy","Saginaw","MI",48601,"McDonald's",46586.833333333336,65869.66666666667
"5008 State St","Saginaw","MI",48603,"McDonald's",46586.833333333336,65869.66666666667
"500 Terry Rich Blvd","Saint Clair","PA",17970,"Subway",55003,46711
"400 Terry Rich Blvd","Saint Clair","PA",17970,"Taco Bell",55003,46711
"22333 E 9 Mile Rd","Saint Clair Shores","MI",48080,"McDonald's",64045.22222222222,79758.77777777778
"24201 Harper Ave","Saint Clair Shores","MI",48080,"Burger King",64045.22222222222,79758.77777777778
"101 Plaza Dr","Saint Clairsville","OH",43950,"Burger King",55903,46690
"50660 Valley Centre Blvd","Saint Clairsville","OH",43950,"Burger King",55903,46690
"348 Lincoln Ave SE","Saint Cloud","MN",56301,"Arby's",50037.42857142857,40112
"1206 Indiana Ave","Saint Marys","OH",45885,"McDonald's",54804,39445
"1101 Larpenteur Ave W","Saint Paul","MN",55113,"Taco Bell",69522.03225806452,76027.67741935483
"3109 White Bear Ave","Saint Paul","MN",55109,"Arby's",69522.03225806452,76027.67741935483
"7525 153rd St W","Saint Paul","MN",55124,"Arby's",69522.03225806452,76027.67741935483
"654 Snelling Ave S","Saint Paul","MN",55116,"Arby's",69522.03225806452,76027.67741935483
"1940 Suburban Ave","Saint Paul","MN",55119,"Taco Bell",69522.03225806452,76027.67741935483
"4706 Portland Rd NE","Salem","OR",97305,"McDonald's",59294.692307692305,48855.307692307695
"570 Wallace Rd NW","Salem","OR",97304,"McDonald's",59294.692307692305,48855.307692307695
"5090 Commercial St SE","Salem","OR",97306,"McDonald's",59294.692307692305,48855.307692307695
"1598 Hawthorne Ave NE","Salem","OR",97301,"McDonald's",59294.692307692305,48855.307692307695
"1720 W Crawford St","Salina","KS",67401,"Spangles",64218.166666666664,54889
"1301 S Salisbury Blvd","Salisbury","MD",21801,"Hardee's",53057.5,107716.75
"2024 Old Mocksville Rd","Salisbury","NC",28144,"Ivan's Restaurant",57025.2,45684.8
"601 Jake Alexander Blvd W","Salisbury","NC",28147,"McDonald's",57025.2,45684.8
"916 W North Temple","Salt Lake City","UT",84116,"McDonald's",78847.57142857143,105993
"5672 S 900 E","Salt Lake City","UT",84121,"Del Taco",78847.57142857143,105993
"6191 S State St","Salt Lake City","UT",84107,"Chick-fil-A",78847.57142857143,105993
"2282 SE Military Dr","San Antonio","TX",78223,"Dairy Queen",61195.11851851852,76895.44444444444
"849 E Commerce St","San Antonio","TX",78205,"Dairy Queen",61195.11851851852,76895.44444444444
"7400 San Pedro Ave","San Antonio","TX",78216,"Subway",61195.11851851852,76895.44444444444
"7373 Clairemont Mesa Blvd","San Diego","CA",92111,"Subway",85061.71844660194,110044.73786407767
"1640 Camino Del Rio N","San Diego","CA",92108,"Dairy Queen",85061.71844660194,110044.73786407767
"11880 Carmel Mountain Rd","San Diego","CA",92128,"In-N-Out Burger",85061.71844660194,110044.73786407767
"11670 Carmel Mountain Rd","San Diego","CA",92128,"Chick-fil-A",85061.71844660194,110044.73786407767
"962 Garnet Ave","San Diego","CA",92109,"Filippi's Pizza Grotto",85061.71844660194,110044.73786407767
"5608 Mission Center Rd","San Diego","CA",92108,"Subway",85061.71844660194,110044.73786407767
"1018 E Gravis St","San Diego","TX",78384,"Subway",69156,44935
"705 W Arrow Highway","San Dimas","CA",91773,"Taco Bell",85523.8,115112.6
"653 Kearny St","San Francisco","CA",94108,"Subway",100856.92207792208,109217.58441558441
"99 Drumm St","San Francisco","CA",94111,"Subway",100856.92207792208,109217.58441558441
"1199 Sutter St","San Francisco","CA",94109,"Subway",100856.92207792208,109217.58441558441
"865 Market St","San Francisco","CA",94103,"Panda Express",100856.92207792208,109217.58441558441
"701 Sutter St","San Francisco","CA",94109,"Subway",100856.92207792208,109217.58441558441
"3116 Noriega St","San Francisco","CA",94122,"Domino's Pizza",100856.92207792208,109217.58441558441
"101 Spear St","San Francisco","CA",94105,"Subway",100856.92207792208,109217.58441558441
"4302 Moorpark Ave","San Jose","CA",95129,"Round Table Pizza",100633.87671232877,139497.61643835617
"397 Santa Rosa","San Luis Obispo","CA",93401,"Taco Bell",56946.2,94733.4
"900 Highway 80","San Marcos","TX",78666,"Dairy Queen",50558.8,41955.4
"1814 2nd St","San Rafael","CA",94901,"Jack in the Box",86090.14285714286,76441.57142857143
"2005 Crow Canyon Pl","San Ramon","CA",94583,"Baskin-Robbins",117885.4,141478.2
"1252 Main St","Sanford","ME",4073,"Burger King",49993,40585.333333333336
"1442 S Bristol St","Santa Ana","CA",92704,"Subway",73419.91304347826,102493.95652173914
"1526 W Edinger Ave","Santa Ana","CA",92704,"McDonald's",73419.91304347826,102493.95652173914
"2403 N Tustin Ave","Santa Ana","CA",92705,"Subway",73419.91304347826,102493.95652173914
"3827 S Bristol St","Santa Ana","CA",92704,"Subway",73419.91304347826,102493.95652173914
"2320 E 4th St","Santa Ana","CA",92705,"Del Taco",73419.91304347826,102493.95652173914
"4865 Calle Real","Santa Barbara","CA",93111,"In-N-Out Burger",91477.5,136623.85714285713
"3591 Homestead Rd","Santa Clara","CA",95051,"Baskin-Robbins",123682.09090909091,179375
"26543 Bouquet Canyon Rd","Santa Clarita","CA",91350,"Boston Market",92791,86748
"500 N Guadalupe St","Santa Fe","NM",87501,"Panda Express",67874.57142857143,50775.92857142857
"197 Town Ctr E","Santa Maria","CA",93454,"Hot Dog on a Stick",68236.55555555556,107414.66666666667
"2700 Yulupa Ave","Santa Rosa","CA",95405,"Baskin-Robbins",73909.22222222222,76981.94444444444
"2424 Midway Dr","Santa Rosa","CA",95405,"Subway",73909.22222222222,76981.94444444444
"9822 N Magnolia Ave","Santee","CA",92071,"Del Taco",102443.66666666667,224036.66666666666
"14040 Highway 13 S","Savage","MN",55378,"Taco Bell",106253.5,191337.75
"460 Airways Ave","Savannah","GA",31408,"Burger King",50793.04,72294.48
"615 Martin Luther King Jr Blvd","Savannah","GA",31401,"Wendy's",50793.04,72294.48
"2303 Elmira St","Sayre","PA",18840,"Arby's",31469,19511
"1224 State St","Schenectady","NY",12304,"McDonald's",71010.33333333333,118136.8
"103 Brookview Dr","Schenectady","NY",12303,"McDonald's",71010.33333333333,118136.8
"366 Center Ave","Schuylkill Haven","PA",17972,"Subway",60827,51372.5
"804 W 27th St","Scottsbluff","NE",69361,"Taco Bell",54356.5,38949.5
"9251 E Shea Blvd","Scottsdale","AZ",85260,"McDonald's",86029.47619047618,98693.28571428571
"9140 E Indian Bend Rd","Scottsdale","AZ",85250,"McDonald's",86029.47619047618,98693.28571428571
"9059 E Indian Bend Rd","Scottsdale","AZ",85250,"Taco Bell",86029.47619047618,98693.28571428571
"13838 N Scottsdale Rd","Scottsdale","AZ",85254,"Burger King",86029.47619047618,98693.28571428571
"14002 N Scottsdale Rd","Scottsdale","AZ",85254,"Taco Bell",86029.47619047618,98693.28571428571
"7350 E McDowell Rd","Scottsdale","AZ",85257,"Arby's",86029.47619047618,98693.28571428571
"2712 N Scottsdale Rd","Scottsdale","AZ",85257,"Boston Market",86029.47619047618,98693.28571428571
"1701 Middleford Rd","Seaford","DE",19973,"Dairy Queen",53812.5,43612
"2900 Westminster Ave","Seal Beach","CA",90740,"Del Taco",85255,182658
"1433 Fremont Blvd","Seaside","CA",93955,"McDonald's",61873.5,49378.25
"1516 Canyon Del Rey Blvd","Seaside","CA",93955,"McDonald's",61873.5,49378.25
"3500 SW Avalon Way","Seattle","WA",98126,"Taco Time",85278.7076923077,105755.8
"20227 Ballinger Way NE","Seattle","WA",98155,"McDonald's",85278.7076923077,105755.8
"222 5th Ave N","Seattle","WA",98109,"McDonald's",85278.7076923077,105755.8
"5146 25th Ave NE","Seattle","WA",98105,"McDonald's",85278.7076923077,105755.8
"15210 Tukwila International Blvd","Seattle","WA",98188,"McDonald's",85278.7076923077,105755.8
"6546 California Ave SW","Seattle","WA",98136,"McDonald's",85278.7076923077,105755.8
"1950 6th Ave","Seattle","WA",98101,"McDonald's",85278.7076923077,105755.8
"6305 Martin Luther King Jr Way S","Seattle","WA",98118,"McDonald's",85278.7076923077,105755.8
"1110 N 90th St","Seattle","WA",98103,"Pizza Hut",85278.7076923077,105755.8
"2212 N 45th St","Seattle","WA",98103,"Taco Time",85278.7076923077,105755.8
"10950 Fellsmere Rd","Sebastian","FL",32958,"Dairy Queen",84858.66666666667,91185.66666666667
"801 Gravenstein Ave","Sebastopol","CA",95472,"McDonald's",85159.33333333333,141788
"2380 W Highway 89a","Sedona","AZ",86336,"McDonald's",79936.5,182377
"499 S 1st St","Selah","WA",98942,"McDonald's",59971,42944
"125 Fork Of River Pkwy","Sevierville","TN",37862,"Krystal",52605,108209.5
"1329 Heather St","Shakopee","MN",55379,"Jimmy John's",126672,122458
"8010 Old Carriage Ct","Shakopee","MN",55379,"Arby's",126672,122458
"803 West Dixon Blvd","Shelby","NC",28152,"Bojangles' Famous Chicken 'n Biscuits",40679.28571428572,31680
"2424 E State Road 44","Shelbyville","IN",46176,"Rally's",52869,44802.666666666664
"1880 N Main St","Shelbyville","TN",37160,"McDonald's",40155.5,27796.5
"1208 E Hwy 44","Shepherdsville","KY",40165,"Arby's",45421,38483
"1213 N Travis St","Sherman","TX",75090,"Burger King",38905.333333333336,28508
"5401 S White Mountain Rd","Show Low","AZ",85901,"McDonald's",44578,31339.5
"225 N White Mountain Rd","Show Low","AZ",85901,"McDonald's",44578,31339.5
"8530 Youree Dr","Shreveport","LA",71115,"Domino's Pizza",51218.916666666664,60883.583333333336
"6703 Pines Rd","Shreveport","LA",71129,"Burger King",51218.916666666664,60883.583333333336
"6363 Hearne Ave","Shreveport","LA",71108,"Burger King",51218.916666666664,60883.583333333336
"2115 Michigan St","Sidney","OH",45365,"Burger King",54173.333333333336,133444.33333333334
"1802 E Fry Blvd","Sierra Vista","AZ",85635,"McDonald's",78433.2,102620.6
"1999 E Fry Blvd","Sierra Vista","AZ",85635,"Arby's",78433.2,102620.6
"12265 Veirs Mill Rd","Silver Spring","MD",20906,"Burger King",99404.52,133481.96
"10444 Silverdale Way NW","Silverdale","WA",98383,"McDonald's",63316.2,94870.8
"501 Highway 418","Simpsonville","SC",29680,"Subway",79264.16666666667,68037.66666666667
"210 W Sinton St","Sinton","TX",78387,"Pizza Hut",62356,60406.5
"3101 E 26th St","Sioux Falls","SD",57103,"McDonald's",67099.73333333334,107628.6
"5050 N Cliff Ave","Sioux Falls","SD",57104,"Arby's",67099.73333333334,107628.6
"4000 W 41st St","Sioux Falls","SD",57106,"McDonald's",67099.73333333334,107628.6
"3209 S Louise Ave","Sioux Falls","SD",57106,"McDonald's",67099.73333333334,107628.6
"1209 N Brightleaf Blvd","Smithfield","NC",27577,"McDonald's",48555,35611
"505 S Congress Blvd","Smithville","TN",37166,"McDonald's",56662.666666666664,35240.666666666664
"1033 Kingold Blvd","Snow Hill","NC",28580,"McDonald's",38325,27386
"491 E Sycamore Rd","Snow Shoe","PA",16874,"Subway",59040,49778
"3903 College Ave","Snyder","TX",79549,"Subway",68305,52899
"90 E 2nd S","Soda Springs","ID",83276,"Subway",70815,62716
"37 Davis Sq","Somerville","MA",2144,"Boston Burger Company",86481,120159.11111111111
"155 Dorset St","South Burlington","VT",5403,"McDonald's",0,0
"1125 Shelburne Rd","South Burlington","VT",5403,"McDonald's",0,0
"100 Grand Ave E","South Saint Paul","MN",55075,"Burger King",63002.666666666664,57470
"201 S Spruce Ave","South San Francisco","CA",94080,"Jack in the Box",95084.2,171852.8
"65 Goodman Rd W","Southaven","MS",38671,"McDonald's",66262.66666666667,58224.333333333336
"1582 E Southlake Blvd","Southlake","TX",76092,"Pei Wei",158531,300000
"815 Chappel Dr","Spanish Fork","UT",84660,"Burger King",58123.666666666664,130742.66666666667
"2095 Brierley Way","Sparks","NV",89434,"McDonald's",61020,112890.23076923077
"106 Garner Rd","Spartanburg","SC",29303,"McDonald's",42595.28571428572,33947
"161 S Pine St","Spartanburg","SC",29302,"Arby's",42595.28571428572,33947
"800 N Pine St","Spartanburg","SC",29303,"Taco Bell",42595.28571428572,33947
"131 Ryan Rd","Spearfish","SD",57783,"McDonald's",46868,32031
"59 W Main St","Spencer","MA",1562,"McDonald's",45163,36772
"404 S Maple St","Spokane","WA",99201,"McDonald's",58531.96428571428,84426.71428571429
"1818 N Monroe St","Spokane","WA",99205,"McDonald's",58531.96428571428,84426.71428571429
"4436 N Division St","Spokane","WA",99207,"McDonald's",58531.96428571428,84426.71428571429
"9305 N Newport Hwy","Spokane","WA",99218,"McDonald's",58531.96428571428,84426.71428571429
"3416 N Market St","Spokane","WA",99207,"McDonald's",58531.96428571428,84426.71428571429
"10516 E Sprague Ave","Spokane","WA",99206,"McDonald's",58531.96428571428,84426.71428571429
"3530 N Sullivan Rd","Spokane","WA",99216,"McDonald's",58531.96428571428,84426.71428571429
"15 S Havana St","Spokane","WA",99202,"McDonald's",58531.96428571428,84426.71428571429
"2113 Riley Fuzzel","Spring","TX",77386,"Arby's",103716.875,142590.25
"7139 Louetta Rd","Spring","TX",77379,"Long John Silver's",103716.875,142590.25
"31 W Hanover St","Spring Grove","PA",17362,"Subway",68660,61389.333333333336
"5431 Main St","Spring Hill","TN",37174,"McDonald's",111931,300000
"149 S Bragg Blvd","Spring Lake","NC",28390,"Checkers",42733.333333333336,31682.666666666668
"605 W Central Ave","Springboro","OH",45066,"Burger King",79409,70709
"401 S Thompson St","Springdale","AR",72764,"Hardee's",62270.666666666664,49615
"1300 S Thompson St","Springdale","AR",72764,"Burger King",62270.666666666664,49615
"1835 E Sangamon Ave","Springfield","IL",62702,"Hardee's",56501.529411764706,45766.94117647059
"360 Main St","Springfield","MA",1105,"McDonald's",51910.705882352944,94147.41176470589
"489 State St","Springfield","MA",1109,"Burger King",51910.705882352944,94147.41176470589
"1291 Boston Rd","Springfield","MA",1119,"Boston Road Pizza",51910.705882352944,94147.41176470589
"1610 Boston Rd","Springfield","MA",1129,"McDonald's",51910.705882352944,94147.41176470589
"1402 Allen St","Springfield","MA",1118,"McDonald's",51910.705882352944,94147.41176470589
"2392 Main St","Springfield","MA",1107,"McDonald's",51910.705882352944,94147.41176470589
"660 Liberty St","Springfield","MA",1104,"McDonald's",51910.705882352944,94147.41176470589
"633 Liberty St","Springfield","MA",1104,"Taco Bell",51910.705882352944,94147.41176470589
"1386 W 1st St","Springfield","OH",45504,"Subway",55848.857142857145,80910.78571428571
"2210 S Limestone St","Springfield","OH",45505,"McDonald's",55848.857142857145,80910.78571428571
"5701 Main St","Springfield","OR",97478,"McDonald's",50747.71428571428,42420.142857142855
"11 W Jackson St","Sullivan","IL",61951,"McDonald's",75736,174892.5
"3000 Maplewood Dr","Sulphur","LA",70663,"Pizza Hut",61212.6,43936.8
"601 N Main St","Summerville","SC",29483,"Checkers",83706.375,100735.125
"329 N Main St","Summerville","SC",29483,"Arby's",83706.375,100735.125
"5668 Broad St","Sumter","SC",29154,"Subway",53736.22222222222,70230.66666666667
"10040 W Bell Rd","Sun City","AZ",85351,"McDonald's",52042,44224
"7856 Foothill Blvd","Sunland","CA",91040,"Taco Bell",79207,169213
"991 W El Camino Real","Sunnyvale","CA",94087,"Taco Bell",121553.5,132776
"13367 W Grand Ave","Surprise","AZ",85374,"Del Taco",67853.33333333333,89782.46666666666
"13770 W Bell Rd","Surprise","AZ",85374,"McDonald's",67853.33333333333,89782.46666666666
"12601 W Bell Rd","Surprise","AZ",85374,"Burger King",67853.33333333333,89782.46666666666
"13752 W Waddell Rd","Surprise","AZ",85379,"Taco Bell",67853.33333333333,89782.46666666666
"14225 Airport Hwy","Swanton","OH",43558,"McDonald's",63256,59013
"6385 Monroe St","Sylvania","OH",43560,"Jimmy John's",66501,56332
"3207 Erie Blvd E","Syracuse","NY",13214,"McDonald's",52921.208333333336,69047.04166666667
"1407 E 72nd St","Tacoma","WA",98404,"Subway",66359.9375,78267
"802 Tacoma Ave S","Tacoma","WA",98402,"McDonald's",66359.9375,78267
"4814 Center St","Tacoma","WA",98409,"McDonald's",66359.9375,78267
"6311 6th Ave","Tacoma","WA",98406,"McDonald's",66359.9375,78267
"7217 Pacific Ave","Tacoma","WA",98408,"McDonald's",66359.9375,78267
"3529 Apalachee Pkwy","Tallahassee","FL",32311,"Taco Bell",64958.333333333336,107240.20833333333
"4200 W Tennessee St","Tallahassee","FL",32304,"Taco Bell",64958.333333333336,107240.20833333333
"35 Erie Rd","Tallmadge","OH",44278,"Subway",105576,181283.5
"8410 Citrus Park Dr","Tampa","FL",33625,"Dairy Queen",57624.756410256414,76252.21794871795
