"Address","City","State","Zip_Code","Name","Income_Mean","Income_Median"
"301 Veterans Memorial Blvd","Metairie","LA",70005,"McDonald's",79158.78571428571,100333.14285714286
"1215 S Lewis St","Metter","GA",30439,"McDonald's",43320.5,34954
"2390 W Flagler St","Miami","FL",33135,"Burger King",61431.583333333336,70615.475
"7501 Bird Rd","Miami","FL",33155,"Dunkin' Donuts",61431.583333333336,70615.475
"6310 S Dixie Hwy","Miami","FL",33143,"Taco Bell",61431.583333333336,70615.475
"9773 NW 41st St","Miami","FL",33178,"Subway",61431.583333333336,70615.475
"8447 Coral Way","Miami","FL",33155,"Subway",61431.583333333336,70615.475
"2877 Biscayne Blvd","Miami","FL",33137,"Subway",61431.583333333336,70615.475
"10701 Biscayne Blvd","Miami","FL",33161,"Subway",61431.583333333336,70615.475
"18750 NW 2nd Ave","Miami","FL",33169,"Burger King",61431.583333333336,70615.475
"1433 SW 107th Ave","Miami","FL",33174,"Five Guys",61431.583333333336,70615.475
"3595 Biscayne Blvd","Miami","FL",33137,"Taco Bell",61431.583333333336,70615.475
"10754 SW 24th St","Miami","FL",33165,"Dunkin' Donuts",61431.583333333336,70615.475
"10 SW 8th St","Miami","FL",33130,"Burger King",61431.583333333336,70615.475
"3410 Main Hwy","Miami","FL",33133,"El Taquito",61431.583333333336,70615.475
"2240 N Main St","Miami","OK",74354,"Subway",32534,21399
"18250 NW 27th Ave","Miami Gardens","FL",33056,"McDonald's",55673.4,45177.6
"15401 W High St","Middlefield","OH",44062,"Burger King",53457,42852
"526 S Main St","Middletown","CT",6457,"Subway",71423,66684.5
"2351 N Verity Pkwy","Middletown","OH",45042,"McDonald's",42924.125,33542
"1315 Elliot Dr","Middletown","OH",45042,"Arby's",42924.125,33542
"7019 Eastman Ave","Midland","MI",48642,"Arby's",62101,84731
"1822 N Midland Dr","Midland","TX",79707,"Arby's",87921.69230769231,137734.76923076922
"1292 Boston Post Rd","Milford","CT",6460,"Burger King",111142,165094
"906 State Rd 28","Milford","OH",45150,"Arby's",113953.8,180203.4
"2592 N Columbia St","Milledgeville","GA",31061,"McDonald's",50398.75,46119.25
"2341 N Columbia St","Milledgeville","GA",31061,"Wendy's",50398.75,46119.25
"1692 N Columbia St","Milledgeville","GA",31061,"Subway",50398.75,46119.25
"611 S Wayne St","Milledgeville","GA",31061,"McDonald's",50398.75,46119.25
"610 Great Mall Dr","Milpitas","CA",95035,"Hot Dog on a Stick",119131.6,122828.2
"3540 Highway 90","Milton","FL",32571,"McDonald's",57852.166666666664,49662
"6663 Carolina Street","Milton","FL",32570,"Krystal",57852.166666666664,49662
"3921 S 76th St","Milwaukee","WI",53220,"Pizza Hut",50052.50617283951,61747.01234567901
"10919 W Bluemound Rd","Milwaukee","WI",53226,"Jimmy John's",50052.50617283951,61747.01234567901
"1900 W Clybourn St","Milwaukee","WI",53233,"Miss Katie's Diner",50052.50617283951,61747.01234567901
"9240 Lyndale Ave S","Minneapolis","MN",55420,"Arby's",71931.6603773585,93715.71698113208
"3385 124th Ave NW","Minneapolis","MN",55433,"Arby's",71931.6603773585,93715.71698113208
"10320 Baltimore St NE","Minneapolis","MN",55449,"Arby's",71931.6603773585,93715.71698113208
"215 E Lake St","Minneapolis","MN",55408,"Taco Bell",71931.6603773585,93715.71698113208
"291 County Road 10 Ne","Minneapolis","MN",55434,"Taco Bell",71931.6603773585,93715.71698113208
"9230 Lyndale Ave S","Minneapolis","MN",55420,"Taco Bell",71931.6603773585,93715.71698113208
"7295 University Ave NE","Minneapolis","MN",55432,"Taco Bell",71931.6603773585,93715.71698113208
"2936 Lyndale Ave S","Minneapolis","MN",55408,"Topper's Pizza",71931.6603773585,93715.71698113208
"729 S 10th St","Minneapolis","MN",55404,"Band Box Diner",71931.6603773585,93715.71698113208
"2661 Campus Dr","Minneapolis","MN",55441,"Jimmy John's",71931.6603773585,93715.71698113208
"88 S 9th St","Minneapolis","MN",55402,"Jimmy John's",71931.6603773585,93715.71698113208
"100 W 98th St","Minneapolis","MN",55420,"Burger King",71931.6603773585,93715.71698113208
"10861 University Ave NE","Minneapolis","MN",55434,"Burger King",71931.6603773585,93715.71698113208
"1690 Park Place Blvd","Minneapolis","MN",55416,"Arby's",71931.6603773585,93715.71698113208
"3303 Lincolnway E","Mishawaka","IN",46544,"Dairy Queen",60252.4,52253
"720 E Broadway St","Missoula","MT",59802,"McDonald's",54189.333333333336,66112.77777777778
"5801 Highway 6","Missouri City","TX",77459,"Dairy Queen",94731.5,84875
"701 N Sanborn Blvd","Mitchell","SD",57301,"Taco John's",76106,187867
"221 E Grand Xing","Mobridge","SD",57601,"Taco John's",53131,41848
"310 W Grand Xing","Mobridge","SD",57601,"SUBWAY",53131,41848
"430 Valley Rd","Mocksville","NC",27028,"Domino's Pizza",47694,39297
"1800 Prescott Rd","Modesto","CA",95350,"McDonald's",58324.90476190476,105321.47619047618
"270 N Molalla Ave","Molalla","OR",97038,"Subway",74394,300000
"4040 38th Ave","Moline","IL",61265,"Burger King",64750.5,55948
"4650 16th St","Moline","IL",61265,"Taco Bell",64750.5,55948
"820 Beaver Valley Mall","Monaca","PA",15061,"Arby's",62537.5,50520
"1407 S Stockton Ave","Monahans","TX",79756,"Dairy Queen",65499,51862
"829 E Us Highway 60","Monett","MO",65708,"Taco Bell",34859,25100
"316 N Main St","Monmouth","IL",61462,"Dairy Queen",51173,36554
"1130 N Main St","Monmouth","IL",61462,"Burger King",51173,36554
"1117 W Spring St","Monroe","GA",30655,"Wendy's",54562.666666666664,45541.666666666664
"1405 Sterlington Rd","Monroe","LA",71203,"Domino's Pizza",40518.416666666664,32956.5
"1614 Sterlington Rd","Monroe","LA",71203,"McDonald's",40518.416666666664,32956.5
"2121 N Monroe St","Monroe","MI",48162,"Pretzel Time",62084.444444444445,106643
"5650 Atlanta Hwy","Montgomery","AL",36117,"Krystal",56275.04761904762,91560.57142857143
"1385 Douglas Rd","Montgomery","IL",60538,"Burger King",82441.5,182826.5
"1950 Douglas Rd","Montgomery","IL",60538,"Taco Bell",82441.5,182826.5
"249 E State St","Montrose","MI",48457,"McDonald's",55985.5,47341
"107 Gateway Blvd","Mooresville","NC",28117,"McDonald's",89245,78923.66666666667
"336 Williamson Rd","Mooresville","NC",28117,"Subway",89245,78923.66666666667
"100 21st St N","Moorhead","MN",56560,"Burger King",60101.8,49048.8
"600 Brashear Ave","Morgan City","LA",70380,"Domino's Pizza",57901.333333333336,126886.33333333333
"1255 Burkemont Ave","Morganton","NC",28655,"Subway",49350.28571428572,42600
"434 W 1st North St","Morristown","TN",37814,"Krystal",43042,33138
"9825e Chapel Hill Rd","Morrisville","NC",27560,"Domino's Pizza",106140,98872
"2125 Mount Zion Pkwy","Morrow","GA",30260,"McDonald's",44877.5,35844
"2118 Mt Zion Parkway","Morrow","GA",30260,"Steak 'n Shake",44877.5,35844
"1544 Southlake Pkwy","Morrow","GA",30260,"Subway",44877.5,35844
"100 W Ashland St","Morton","IL",61550,"Taco Bell",77526.5,66794
"6724 Highway 63","Moss Point","MS",39563,"McDonald's",42403.333333333336,121388.66666666667
"1408 Edgewood Dr","Mount Airy","NC",27030,"Subway",49971.4,140926.2
"730 N Walnut St","Mount Carmel","IL",62863,"Burger King",50333,42030.5
"710 N Black Horse Pike","Mount Ephraim","NJ",8059,"Taco Bell",94124,300000
"210 N Black Horse Pike","Mount Ephraim","NJ",8059,"Domino's Pizza",94124,300000
"905 E Washington St","Mount Pleasant","IA",52641,"Hardee's",48686.5,42469
"1224 S Mission","Mount Pleasant","MI",48858,"Arby's",38320.333333333336,27424.666666666668
"4601 Broadway St","Mount Vernon","IL",62864,"Burger King",56322,47509.5
"809 Cuesta Dr","Mountain View","CA",94040,"Subway",112980.66666666667,134245
"300 W Mcintyre St","Mullins","SC",29574,"Baskin-Robbins",41929.5,93845.5
"2703 S Madison St","Muncie","IN",47302,"Pizza Hut",39664.6,55443
"535 NW Broad St","Murfreesboro","TN",37130,"Krystal",72714.45454545454,102936.90909090909
"106 SE Broad St","Murfreesboro","TN",37130,"McDonald's",72714.45454545454,102936.90909090909
"450 E Us Highway 64","Murphy","NC",28906,"McDonald's",52143,37521
"818 N 12th St","Murray","KY",42071,"Culver's",57602.5,42116
"2000 Coastal Grand Cir","Myrtle Beach","SC",29577,"Charley's Grilled Subs",60626.25,47438.5
"1100 Jet Port Rd","Myrtle Beach","SC",29577,"Subway",60626.25,47438.5
"148 Caldwell Blvd","Nampa","ID",83651,"McDonald's",51590.5,103551.75
"1850 Scott St","Napoleon","OH",43545,"McDonald's",71100.5,58876
"2296 Scott St","Napoleon","OH",43545,"Burger King",71100.5,58876
"415 S Davis St","Nashville","GA",31639,"Dairy Queen",47001,37340
"104 W Nashville Dr","Nashville","NC",27856,"Subway",63609,43159
"331 Harding Pl","Nashville","TN",37211,"McDonald's",61077.97777777778,86660.6
"2620 Franklin Pike","Nashville","TN",37204,"Fat Mo's Burgers",61077.97777777778,86660.6
"2700 W End Ave","Nashville","TN",37203,"McDonald's",61077.97777777778,86660.6
"1201 Broadway","Nashville","TN",37203,"McDonald's",61077.97777777778,86660.6
"524 Murfreesboro Pike","Nashville","TN",37210,"McDonald's",61077.97777777778,86660.6
"305 W Trinity Ln","Nashville","TN",37207,"Subway",61077.97777777778,86660.6
"2613 Franklin Pike","Nashville","TN",37204,"Krystal",61077.97777777778,86660.6
"1717 Charlotte Pike","Nashville","TN",37203,"Krystal",61077.97777777778,86660.6
"2829 West End Ave","Nashville","TN",37203,"Panera Bread",61077.97777777778,86660.6
"3030 Plaza Bonita Rd","National City","CA",91950,"Dairy Queen",53709,41104.5
"8590 Navarre Pkwy","Navarre","FL",32566,"Burger King",64919.333333333336,51458
"8792 Navarre Pkwy","Navarre","FL",32566,"Culver's",64919.333333333336,51458
"911 Tullar Rd","Neenah","WI",54956,"Jimmy John's",65554.75,59653.75
"810 Oak Ave","Neoga","IL",62447,"Casey's General Store",70684,300000
"3302 Kamer Miller Rd","New Albany","IN",47150,"Dairy Queen",51673.166666666664,40293.666666666664
"150 S Dupont Hwy","New Castle","DE",19720,"Jake's Wayback Burgers",69764,54003.166666666664
"2919 S Lewis St","New Iberia","LA",70560,"Burger King",57241,91081.4
"140 W Broadway St","New Lexington","OH",43764,"Subway",44756,40996
"2757 Canal St","New Orleans","LA",70119,"McDonald's",51234.30303030303,47154.969696969696
"3025 Elysian Fields Ave","New Orleans","LA",70122,"McDonald's",51234.30303030303,47154.969696969696
"536 W High Ave","New Philadelphia","OH",44663,"Subway",50129,36213.75
"235 N Broadway St","New Philadelphia","OH",44663,"Dairy Queen",50129,36213.75
"4312 US Highway 19","New Port Richey","FL",34652,"Taco Bell",48054.692307692305,39208.53846153846
"1651 Broadway","New York","NY",10019,"McDonald's",88873.6275862069,100340.43448275862
"1997 3rd Ave","New York","NY",10029,"McDonald's",88873.6275862069,100340.43448275862
"317 Broadway","New York","NY",10007,"McDonald's",88873.6275862069,100340.43448275862
"114 Delancey St","New York","NY",10002,"McDonald's",88873.6275862069,100340.43448275862
"262 Canal St","New York","NY",10013,"McDonald's",88873.6275862069,100340.43448275862
"3633 Broadway","New York","NY",10031,"Crown Fried Chicken",88873.6275862069,100340.43448275862
"1188 Avenue of The Americas","New York","NY",10036,"McDonald's",88873.6275862069,100340.43448275862
"136 W 3rd St","New York","NY",10012,"McDonald's",88873.6275862069,100340.43448275862
"18 E 42nd St","New York","NY",10017,"McDonald's",88873.6275862069,100340.43448275862
"21 S 3rd St","Newark","OH",43055,"McDonald's",48711.88888888889,66968.55555555556
"1335 N 21st St","Newark","OH",43055,"McDonald's",48711.88888888889,66968.55555555556
"1255 N 21st St","Newark","OH",43055,"Burger King",48711.88888888889,66968.55555555556
"791 N Wendy Dr","Newbury Park","CA",91320,"Taco Bell",111982,99308.66666666667
"461 Pineola St","Newland","NC",28657,"McDonald's",56456,42270
"1721 Newnan Crossing Blvd E","Newnan","GA",30265,"McDonald's",72561.66666666667,62475.666666666664
"58 Bullsboro Dr","Newnan","GA",30263,"McDonald's",72561.66666666667,62475.666666666664
"160 NW 25th St","Newport","OR",97365,"Subway",47090,24483
"1300 N Coast Hwy","Newport","OR",97365,"McDonald's",47090,24483
"4533 W Coast Hwy","Newport Beach","CA",92663,"Chronic Tacos",94533,86169
"301 E Coast Hwy","Newport Beach","CA",92660,"Subway",94533,86169
"12441 Warwick Blvd","Newport News","VA",23606,"Bojangles' Famous Chicken 'n Biscuits",50323.17647058824,83365.5294117647
"10721 Jefferson Ave","Newport News","VA",23601,"Burger King",50323.17647058824,83365.5294117647
"430 Denbigh Blvd","Newport News","VA",23608,"Hardee's",50323.17647058824,83365.5294117647
"701 S Van Buren St","Newton","IL",62448,"Casey's General Store",72948,65787.5
"2443 W Nc 10 Hwy","Newton","NC",28658,"Subway",52231.5,43186.5
"20 N Canal St","Newton Falls","OH",44444,"McDonald's",53341,44491
"1726 Pine Ave","Niagara Falls","NY",14301,"McDonald's",46315.77777777778,97096.11111111111
"7535 N Harlem Ave","Niles","IL",60714,"Taco Bell",83646.5,134105.75
"5343 Youngstown Warren Rd","Niles","OH",44446,"Burger King",42824,35621
"535 W Tefft St","Nipomo","CA",93444,"Taco Bell",71421,67881
"470 W Mariposa Rd","Nogales","AZ",85621,"McDonald's",53646,43252
"4890 Peachtree Industrial Blvd","Norcross","GA",30071,"Dairy Queen",62884.857142857145,57619.71428571428
"814 S 13th St","Norfolk","NE",68701,"Runza",65803.2,104002
"8405 Hampton Blvd","Norfolk","VA",23505,"Hardee's",56312.96296296296,73373.81481481482
"1205 N Military Hwy","Norfolk","VA",23502,"Chick-fil-A",56312.96296296296,73373.81481481482
"3201 E Ocean View Ave","Norfolk","VA",23518,"Chanello's Pizza",56312.96296296296,73373.81481481482
"505 W 21st St","Norfolk","VA",23517,"Hardee's",56312.96296296296,73373.81481481482
"1527 E College Ave","Normal","IL",61761,"Taco Bell",62741,50714.2
"1130 Alameda St","Norman","OK",73071,"Raising Cane's Chicken Fingers",58510.583333333336,84925
"717 S Trooper Rd","Norristown","PA",19403,"Qdoba Mexican Eats",59990.28571428572,81226.42857142857
"1035 Edgefield Rd","North Augusta","SC",29860,"Dairy Queen",58700.333333333336,122770.33333333333
"607 E Martintown Rd","North Augusta","SC",29841,"Krystal",58700.333333333336,122770.33333333333
"1510 Deer Park Ave","North Babylon","NY",11703,"McDonald's",93256,300000
"2261 Newmark St","North Bend","OR",97459,"Subway",52347,41439
"1407 N Main St","North Canton","OH",44720,"McDonald's",78496.66666666667,139689.66666666666
"5400 Lauby Rd","North Canton","OH",44720,"Subway",78496.66666666667,139689.66666666666
"2222 Green Bay Rd","North Chicago","IL",60064,"Taco Bell",51108,40616.5
"1408 W Craig Rd","North Las Vegas","NV",89032,"McDonald's",53911,46264.230769230766
"2513 E Owens Ave","North Las Vegas","NV",89030,"McDonald's",53911,46264.230769230766
"18194 Collins Ave","North Miami Beach","FL",33160,"Burger King",59943.75,114780.25
"5100 Davis Blvd","North Richland Hills","TX",76180,"Chicken Express",79921,71247.75
"6023 Royalton Rd","North Royalton","OH",44133,"Subway",87793.5,72418.5
"315 Meadow Dr","North Tonawanda","NY",14120,"McDonald's",65080.4,58056.6
"1545 W County Road 200 N","North Vernon","IN",47265,"Pizza Hut",51852.5,44468
"1100 Lincoln Hwy","North Versailles","PA",15137,"Fox's Pizza Den",53201.5,40956.5
"18649 Devonshire St","Northridge","CA",91324,"Subway",87760.5,104353.83333333333
"9858 Balboa Blvd","Northridge","CA",91325,"In-N-Out Burger",87760.5,104353.83333333333
"8830 Tampa Ave","Northridge","CA",91324,"In-N-Out Burger",87760.5,104353.83333333333
"314 Westport Ave","Norwalk","CT",6851,"Garden Catering",102360.375,112487.75
"401 W Us Highway 2","Norway","MI",49870,"McDonald's",66752,55484
"538 Livingston St","Norwood","NJ",7648,"Domino's Pizza",118113,94877
"8907 S Howell Ave","Oak Creek","WI",53154,"Jimmy John's",84579.75,74752.75
"1217 Oak Ridge Turnpike","Oak Ridge","TN",37830,"Krystal",35847.25,27806.25
"3535 35th Avenue","Oakland","CA",94619,"Taco Bell",74826.14035087719,87993.35087719298
"265 S Main St","Oberlin","OH",44074,"McDonald's",68957,66986
"2420 SW College Rd","Ocala","FL",34474,"Krystal",49889.57142857143,76606.57142857143
"3919 Bienville Blvd","Ocean Springs","MS",39564,"McDonald's",72026,50427.333333333336
"4111 Oceanside Blvd","Oceanside","CA",92056,"Chipotle Mexican Grill",64538.07692307692,53834.307692307695
"802 N Irwin Ave","Ocilla","GA",31774,"Subway",30844,20999
"909 W Riverdale Rd","Ogden","UT",84405,"McDonald's",68991.28571428571,113885.35714285714
"2054 Harrison Blvd","Ogden","UT",84401,"Subway",68991.28571428571,113885.35714285714
"1 Marquette Ave","Oglesby","IL",61348,"Burger King",53132,51210
"1212 S Parrott Ave","Okeechobee","FL",34974,"Dairy Queen",42946,34171.5
"8000 E Reno Ave","Oklahoma City","OK",73110,"McDonald's",50889.22727272727,59865
"14040 N Pennsylvania Ave","Oklahoma City","OK",73134,"Chick-fil-A",50889.22727272727,59865
"945 W Memorial Rd","Oklahoma City","OK",73114,"Taco Bueno",50889.22727272727,59865
"7727 S Sunnylane Rd","Oklahoma City","OK",73135,"Subway",50889.22727272727,59865
"4227 NW 23rd St","Oklahoma City","OK",73107,"Subway",50889.22727272727,59865
"2100 Riverwalk Dr","Oklahoma City","OK",73160,"Subway",50889.22727272727,59865
"4416 SE 44th St","Oklahoma City","OK",73135,"Taco Bueno",50889.22727272727,59865
"630 NW 12th St","Oklahoma City","OK",73160,"McDonald's",50889.22727272727,59865
"925 SW 134th St","Oklahoma City","OK",73170,"McDonald's",50889.22727272727,59865
"1252 Robinson Rd","Old Hickory","TN",37138,"McDonald's",58394,300000
"8155 Columbia Rd","Olmsted Falls","OH",44138,"Angelina's Pizza",134124,126545
"632 N Saddle Creek Rd","Omaha","NE",68132,"Sam's Gyros",60543.8253968254,83962.8253968254
"13425 Q St","Omaha","NE",68137,"Runza",60543.8253968254,83962.8253968254
"274 Genesee St","Oneida","NY",13421,"McDonald's",54322,46080
"20483 Alberta St","Oneida","TN",37841,"Subway",51127,31853
"2242 S Euclid Ave","Ontario","CA",91762,"Jack in the Box",60365.692307692305,71871.69230769231
"1690 E Idaho Ave","Ontario","OR",97914,"McDonald's",40546.25,31504.5
"1211 S Union St","Opelousas","LA",70570,"Sonic",30730.333333333332,19504.333333333332
"508 E Landry St","Opelousas","LA",70570,"Mama's Fried Chicken",30730.333333333332,19504.333333333332
"943 Creswell Ln","Opelousas","LA",70570,"Burger King",30730.333333333332,19504.333333333332
"337 Park Ave","Orange Park","FL",32073,"Krystal",68730.44444444444,86134.66666666667
"1927 Woodville Road","Oregon","OH",43616,"Rally's",74102.5,177038.5
"1450 Molalla Ave","Oregon City","OR",97045,"McDonald's",76906.4,67771.8
"1900 Mcloughlin Blvd","Oregon City","OR",97045,"Subway",76906.4,67771.8
"2010 Clackamette Dr","Oregon City","OR",97045,"McDonald's",76906.4,67771.8
"7707 E Colonial Dr","Orlando","FL",32807,"Dunkin' Donuts",58527.934782608696,52459.63043478261
"11376 S Orange Blossom Trail","Orlando","FL",32837,"Krystal",58527.934782608696,52459.63043478261
"8060 S Orange Ave","Orlando","FL",32809,"McDonald's",58527.934782608696,52459.63043478261
"12236 S Apopka Vineland Rd","Orlando","FL",32836,"Dunkin' Donuts",58527.934782608696,52459.63043478261
"6215 S Orange Ave","Orlando","FL",32809,"Dunkin' Donuts",58527.934782608696,52459.63043478261
"8586 S Orange Blossom Trl","Orlando","FL",32809,"Arby's",58527.934782608696,52459.63043478261
"6927 Silver Star Rd","Orlando","FL",32818,"McDonald's",58527.934782608696,52459.63043478261
"4678 S Orange Blossom Trl","Orlando","FL",32839,"Subway",58527.934782608696,52459.63043478261
"5109 International Dr","Orlando","FL",32819,"Taco Bell",58527.934782608696,52459.63043478261
"5908 S Orange Blossom Trail","Orlando","FL",32809,"Krystal",58527.934782608696,52459.63043478261
"1 Airport Blvd","Orlando","FL",32827,"Carvel",58527.934782608696,52459.63043478261
"409 Algoma Blvd","Oshkosh","WI",54901,"Hardee's",59641.75,81239.125
"70 Wisconsin St","Oshkosh","WI",54901,"Jimmy John's",59641.75,81239.125
"7885 Wedgewood Lane","Osseo","MN",55369,"Arby's",91833,76739
"2428 Us Highway 34","Oswego","IL",60543,"Jersey Mike's Subs",88053.66666666667,81699
"514 State St","Ottawa","IL",61350,"The New Chalet",39508,32603
"326 W Main St","Ottawa","OH",45875,"Burger King",78795,300000
"1247 Theatre Dr","Ottumwa","IA",52501,"Pizza Hut",52727.8,88099.4
"12922 E 86th St N","Owasso","OK",74055,"Pizza Hut",80072.33333333333,142601
"2510 Frederica St","Owensboro","KY",42301,"Papa John's Pizza",57953.625,78128.125
"1630 W Osage St","Pacific","MO",63069,"Taco Bell",102151,79385
"505 N State Road 19","Palatka","FL",32177,"Krystal",39220.5,30383
"1040 Malabar Rd NE","Palm Bay","FL",32907,"McDonald's",55990.375,43632.375
"73196 Highway 111","Palm Desert","CA",92260,"Copper Oven Artisan Pizza",86266,134782
"72795 Hwy 111","Palm Desert","CA",92260,"Arby's",86266,134782
"699 10th St E","Palmetto","FL",34221,"McDonald's",68230.16666666667,61181.166666666664
"640 10th Street East","Palmetto","FL",34221,"Taco Bell",68230.16666666667,61181.166666666664
"1721 E Bayshore Rd","Palo Alto","CA",94303,"McDonald's",131706.11111111112,151176.22222222222
"7601 W 111th St","Palos Hills","IL",60465,"Taco Bell",63753,52189
"3439 Highway 77","Panama City","FL",32405,"Hardee's",59462.875,78969.125
"717 Harrison Ave","Panama City","FL",32401,"McDonald's",59462.875,78969.125
"3820 Lamar Ave","Paris","TX",75462,"Chicken Express",58783.333333333336,48423.333333333336
"3915 Lamar Ave","Paris","TX",75462,"Subway",58783.333333333336,48423.333333333336
"1720 Park Ave","Park City","UT",84060,"Burger King",116005,113647.66666666667
"100 Plaza Sq","Park Hills","MO",63601,"Hardee's",38863.666666666664,28590.333333333332
"412 N State St","Park Hills","MO",63601,"Taco Bell",38863.666666666664,28590.333333333332
"900 W Riverside Dr","Parker","AZ",85344,"McDonald's",27839,21700
"11153 S Parker Rd","Parker","CO",80134,"Panda Express",94175.33333333333,159754.5
"9831 S Parker Rd","Parker","CO",80134,"Arby's",94175.33333333333,159754.5
"1440 7th St","Parkersburg","WV",26101,"Hardee's",51022,78166.33333333333
"3657 E Foothill Blvd","Pasadena","CA",91107,"Baskin-Robbins",82274.25,108683.5
"4009 Red Bluff Rd","Pasadena","TX",77503,"Subway",51702.61538461538,43787.92307692308
"201 Lee Town Rd","Pea Ridge","AR",72751,"Simple Simon's Pizza",88152.5,183875.5
"3105 Highway 80 E","Pearl","MS",39208,"Rally's",47821.25,105573.75
"3051 Highway 80 E","Pearl","MS",39208,"Taco Bell",47821.25,105573.75
"20 Welcher Ave","Peekskill","NY",10566,"McDonald's",69229.33333333333,59531.666666666664
"2901 Court St","Pekin","IL",61554,"Burger King",55117,125328.33333333333
"401 S 2nd St","Pekin","IL",61554,"Dairy Queen",55117,125328.33333333333
"1920 Court St","Pekin","IL",61554,"Taco Bell",55117,125328.33333333333
"900 Southgate","Pendleton","OR",97801,"McDonald's",69619.33333333333,136164.33333333334
"1705 Expressway 83","Penitas","TX",78576,"McDonald's",47424,38373
"2120 W Fairfield Dr","Pensacola","FL",32505,"McDonald's",47905.846153846156,79827.5
"233 E Nine Mile Rd","Pensacola","FL",32514,"Krystal",47905.846153846156,79827.5
"2500 Wilde Lake Blvd","Pensacola","FL",32526,"Hardee's",47905.846153846156,79827.5
"5660 N 9th Ave","Pensacola","FL",32504,"Krystal",47905.846153846156,79827.5
"8987 W Olive Ave","Peoria","AZ",85345,"Subway",63725.23529411765,80397.05882352941
"8325 W Deer Valley Rd","Peoria","AZ",85382,"McDonald's",63725.23529411765,80397.05882352941
"9119 W Union Hills Dr","Peoria","AZ",85382,"McDonald's",63725.23529411765,80397.05882352941
"3101 N Sterling Ave","Peoria","IL",61604,"Taco Bell",50822.666666666664,60333.75
"4204 N Sheridan Rd","Peoria","IL",61614,"Dairy Queen",50822.666666666664,60333.75
"1415 Sam Nunn Blvd","Perry","GA",31069,"Krystal",80802,64217
"2812 W Fir St","Perry","OK",73077,"Subway",64436,54623
"1303 S Perryville Blvd","Perryville","MO",63775,"Taco Bell",68998,300000
"5257 Trompeter Rd","Peru","IL",61354,"Taco Bell",71536,300000
"401 S 6th St","Petersburg","IL",62675,"Dairy Queen",60940,54607
"201 N 63rd St","Philadelphia","PA",19139,"West Point Pizza",52394.293103448275,66293.7643678161
"3200 Chestnut St","Philadelphia","PA",19104,"Shake Shack",52394.293103448275,66293.7643678161
"4001 N 5th St","Philadelphia","PA",19140,"KFC - Kentucky Fried Chicken",52394.293103448275,66293.7643678161
"3400 Aramingo Ave","Philadelphia","PA",19134,"Subway",52394.293103448275,66293.7643678161
"2805 N 22nd St","Philadelphia","PA",19132,"Sumo Steaks",52394.293103448275,66293.7643678161
"2604 E Somerset St","Philadelphia","PA",19134,"Tacconelli's Pizza",52394.293103448275,66293.7643678161
"2233 S Woodstock St","Philadelphia","PA",19145,"King of Wings",52394.293103448275,66293.7643678161
"2201 Walnut St","Philadelphia","PA",19103,"Subway",52394.293103448275,66293.7643678161
"450 W Indian School Rd","Phoenix","AZ",85013,"Whataburger",57559.192,64688.736
"1840 S 19th Ave","Phoenix","AZ",85009,"Whataburger",57559.192,64688.736
"3130 E Broadway Rd","Phoenix","AZ",85040,"McDonald's",57559.192,64688.736
"4430 E Thomas Rd","Phoenix","AZ",85018,"McDonald's",57559.192,64688.736
"2640 W Bethany Home Rd","Phoenix","AZ",85017,"Burger King",57559.192,64688.736
"12440 N Tatum Blvd","Phoenix","AZ",85032,"Arby's",57559.192,64688.736
"650 E Bell Rd","Phoenix","AZ",85022,"McDonald's",57559.192,64688.736
"4926 E Chandler Blvd","Phoenix","AZ",85048,"Del Taco",57559.192,64688.736
"3826 E Thomas Rd","Phoenix","AZ",85018,"Arby's",57559.192,64688.736
"7575 W Lower Buckeye Rd","Phoenix","AZ",85043,"McDonald's",57559.192,64688.736
"119 E Baseline Rd","Phoenix","AZ",85040,"Arby's",57559.192,64688.736
"1901 W Northern Ave","Phoenix","AZ",85021,"Del Taco",57559.192,64688.736
"2225 W Deer Valley Rd","Phoenix","AZ",85027,"McDonald's",57559.192,64688.736
"8220 W Indian School Rd","Phoenix","AZ",85033,"McDonald's",57559.192,64688.736
"3721 E Thomas Rd","Phoenix","AZ",85018,"McDonald's",57559.192,64688.736
"5750 W Thomas Rd","Phoenix","AZ",85031,"McDonald's",57559.192,64688.736
"3455 W Peoria Ave","Phoenix","AZ",85029,"McDonald's",57559.192,64688.736
"4209 W Bell Rd","Phoenix","AZ",85053,"Taco Bell",57559.192,64688.736
"4430 S 48th St","Phoenix","AZ",85040,"Taco Bell",57559.192,64688.736
"4610 S 48th St","Phoenix","AZ",85040,"Whataburger",57559.192,64688.736
"425 E Main St","Pickens","SC",29671,"McDonald's",47824.333333333336,39344.333333333336
"1164 Hill Rd N","Pickerington","OH",43147,"Subway",80657,300000
"3443 Highway 153","Piedmont","SC",29673,"Subway",42231.5,34373
"1101 Highway 86","Piedmont","SC",29673,"Subway",42231.5,34373
"610 W Sioux Ave","Pierre","SD",57501,"McDonald's",66347,53142
"867 Oak Park Blvd","Pismo Beach","CA",93449,"Taco Bell",95542,94742
"1000 Airport Blvd","Pittsburgh","PA",15231,"Charley's Grilled Subs",63196.054945054944,80147.14285714286
"2597 E Main St","Plainfield","IN",46168,"Pizza Hut",88826,300000
"2601 Thonotosassa Rd","Plant City","FL",33563,"McDonald's",56040.6,92414.2
